2021-10-13 17:41:36.802 - INFO - 28314 - azureml.train.automl.automlconfig._start_execution:157 - No compute target or run config provided. Running local legacy run.
2021-10-13 17:41:36.804 - INFO - 28314 - azureml.train.automl.automlconfig._start_execution:199 - Submitting local legacy run.
2021-10-13 17:41:36.806 - INFO - 28314 - azureml.automl.core.package_utilities._log_activity:54 - ActivityStarted: PackagesCheck
2021-10-13 17:41:36.815 - INFO - 28314 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:278 - Package: azureml-core, Version: 1.22.0 found.
2021-10-13 17:48:04.036 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_10][End fit_pipeline]cpu time 58.495027
2021-10-13 17:48:04.036 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_10][End fit_pipeline]child cpu time 169.528447
2021-10-13 17:48:04.036 - INFO - 28314 - azureml.train.automl.runtime._automl_job_phases.training_iteration_phase.run:61 - Child run completed with spearman_correlation=0.9458196556862243 after 0.0765334 seconds.
2021-10-13 17:48:04.036 - INFO - 28314 - azureml.automl.core._run.run_lifecycle_utilities.complete_run:74 - Marking run AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_10 as Completed.
2021-10-13 17:48:04.189 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 899489792
2021-10-13 17:48:04.189 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1014960128
2021-10-13 17:48:04.189 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 58.536814
2021-10-13 17:48:04.190 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 169.528447
2021-10-13 17:48:10.084 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._log_activity:92 - ActivityCompleted: Activity=FitIteration, HowEnded=Success, Duration=31384.55[ms]
2021-10-13 17:48:10.085 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._execute_all_iterations:633 - Start iteration: 11
2021-10-13 17:48:10.094 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._log_activity:54 - ActivityStarted: FitIteration
2021-10-13 17:48:10.094 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._log_activity:54 - ActivityStarted: GetPipeline
2021-10-13 17:48:10.095 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver.get_next_tasks:354 - Querying Jasmine for a max of next 1 tasks.
2021-10-13 17:48:11.255 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._log_activity:92 - ActivityCompleted: Activity=GetPipeline, HowEnded=Success, Duration=1160.6[ms]
2021-10-13 17:48:11.255 - INFO - 28314 - azureml.train.automl.runtime._experiment_drivers.local_experiment_driver._fit_iteration:853 - Received pipeline ID cd48cf226225aeb2007bef2af01d0b0c41c9247a
2021-10-13 17:48:11.332 - INFO - 28314 - azureml.automl.core._run.run_lifecycle_utilities.start_run:56 - Marking run AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11 as Started.
2021-10-13 17:48:11.555 - INFO - 28314 - azureml.train.automl.runtime._automl_job_phases.training_iteration_phase.run:36 - Beginning the training iteration for run AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11.
2021-10-13 17:48:11.558 - INFO - 28314 - azureml.automl.runtime.fit_pipeline.log_system_info:399 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11]CPU logical cores: 4, CPU cores: 4, virtual memory: 14706556928, swap memory: 14706552832.
2021-10-13 17:48:11.558 - INFO - 28314 - azureml.automl.runtime.fit_pipeline.log_system_info:406 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11]Platform information: Linux.
2021-10-13 17:48:11.603 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Starting fit_pipeline]memory usage 902594560
2021-10-13 17:48:11.603 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Starting fit_pipeline]child memory usage 1018064896
2021-10-13 17:48:11.603 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Starting fit_pipeline]cpu time 58.796474
2021-10-13 17:48:11.604 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Starting fit_pipeline]child cpu time 169.528447
2021-10-13 17:48:11.605 - INFO - 28314 - azureml.automl.runtime.fit_pipeline._check_iteration_time:793 - Component PrepareData finished after 0.0007669666666666668 minutes.
2021-10-13 17:48:11.650 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Before executing pipeline]memory usage 902594560
2021-10-13 17:48:11.650 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Before executing pipeline]child memory usage 1018064896
2021-10-13 17:48:11.651 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Before executing pipeline]cpu time 58.810776
2021-10-13 17:48:11.651 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_da31af36-f0af-4319-aa5b-99a66fdc7172_11][Before executing pipeline]child cpu time 169.528447
2021-10-13 17:48:11.652 - INFO - 28314 - azureml.automl.runtime.pipeline_run_helper._log_activity:54 - ActivityStarted: RunPipeline
2021-10-13 17:48:11.766 - INFO - 28314 - azureml.automl.runtime.shared.resource_limits.__init__:78 - Limits set to mem_in_mb=None, wall_time_in_s=600, total_wall_time_in_s=31449600, cpu_time_in_s=None, num_processes=None, grace_period_in_s=None, 
2021-10-13 17:48:11.767 - INFO - 28314 - azureml.automl.runtime.shared.limit_function_call_spawn.execute:100 - Calling function <bound method ClientRunner._run of <azureml.automl.runtime.shared.runner.ClientRunner object at 0x7fcb3289a828>> with argument types: [<class 'azureml.automl.runtime.shared.datasets.ClientDatasets'>, <class 'azureml.automl.runtime.shared.pipeline_spec.PipelineSpec'>, <class 'azureml.automl.runtime.shared.problem_info.ProblemInfo'>], {'sets_to_run': <class 'list'>, 'subsample_percent': <class 'float'>, 'random_state': <class 'NoneType'>, 'subsample_seed': <class 'NoneType'>, 'include_models': <class 'bool'>}
2021-10-13 17:48:14.243 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 902619136
2021-10-13 17:48:14.243 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1150603264
2021-10-13 17:48:14.244 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 58.893289
2021-10-13 17:48:14.244 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 169.528447
2021-10-13 17:48:15.576 - INFO - 1130 - azureml.automl.runtime.distributed.utilities.horovod_initialized:58 - Horovod not found in current environment. Distribution via Horovod will be disabled.
2021-10-13 17:48:18.772 - INFO - 1130 - azureml.automl.runtime.featurization.data_transformer.__init__:174 - Feature sweeping enabled: False
2021-10-13 17:48:18.772 - INFO - 1130 - azureml.automl.runtime.featurization.data_transformer.__init__:175 - Feature sweeping timeout: 86400
2021-10-13 17:48:18.799 - INFO - 1130 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: Run
2021-10-13 17:48:18.799 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:18.799 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:18.799 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:18.883 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:18.900 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=101.02[ms]
2021-10-13 17:48:18.901 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:18.901 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2021-10-13 17:48:18.941 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=40.12[ms]
2021-10-13 17:48:18.941 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:18.941 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: class_labels
2021-10-13 17:48:19.012 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: train CV splits
2021-10-13 17:48:19.033 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y
2021-10-13 17:48:19.064 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X_raw
2021-10-13 17:48:19.110 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y_raw
2021-10-13 17:48:19.142 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X
2021-10-13 17:48:19.219 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized train CV splits
2021-10-13 17:48:19.245 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=304.06[ms]
2021-10-13 17:48:19.246 - INFO - 1130 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: RunCV
2021-10-13 17:48:19.246 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:19.246 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:19.246 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:19.262 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:19.283 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=37.09[ms]
2021-10-13 17:48:19.283 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:19.283 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_0
2021-10-13 17:48:19.391 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=107.69[ms]
2021-10-13 17:48:19.393 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:19.393 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:19.393 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:19.414 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:19.435 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=41.39[ms]
2021-10-13 17:48:19.435 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:19.435 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: timeseries
2021-10-13 17:48:19.435 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=0.15[ms]
2021-10-13 17:48:19.435 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:54 - ActivityStarted: TimeFit
2021-10-13 17:48:22.067 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=2631.58[ms]
2021-10-13 17:48:22.067 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-10-13 17:48:22.069 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=1.12[ms]
2021-10-13 17:48:22.069 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-10-13 17:48:22.070 - INFO - 1130 - azureml.automl.runtime.shared.score.scoring.log_regression_debug:191 - Regression metrics debug: {'y_test': (3716,), 'y_pred': (3716,), 'y_test_unique': 498, 'y_pred_unique': 3716, 'y_test_has_negative': False, 'y_pred_has_negative': False, 'min_max_equal': False, 'sample_weight': None}
2021-10-13 17:48:22.082 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=13.69[ms]
2021-10-13 17:48:22.083 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:22.083 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:22.083 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:22.180 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:22.200 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=116.63[ms]
2021-10-13 17:48:22.200 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:22.200 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_1
2021-10-13 17:48:22.496 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=295.74[ms]
2021-10-13 17:48:22.497 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:54 - ActivityStarted: TimeFit
2021-10-13 17:48:24.357 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 902635520
2021-10-13 17:48:24.357 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1671925760
2021-10-13 17:48:24.364 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 59.134671
2021-10-13 17:48:24.365 - INFO - 28314 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 169.528447
2021-10-13 17:48:25.219 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=2722.8[ms]
2021-10-13 17:48:25.220 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-10-13 17:48:25.221 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=0.97[ms]
2021-10-13 17:48:25.221 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-10-13 17:48:25.222 - INFO - 1130 - azureml.automl.runtime.shared.score.scoring.log_regression_debug:191 - Regression metrics debug: {'y_test': (3716,), 'y_pred': (3716,), 'y_test_unique': 472, 'y_pred_unique': 3716, 'y_test_has_negative': False, 'y_pred_has_negative': False, 'min_max_equal': False, 'sample_weight': None}
2021-10-13 17:48:25.234 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=12.83[ms]
2021-10-13 17:48:25.234 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:25.234 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:25.234 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:25.285 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:25.306 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=71.34[ms]
2021-10-13 17:48:25.306 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:25.306 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_2
2021-10-13 17:48:25.412 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=105.72[ms]
2021-10-13 17:48:25.413 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:54 - ActivityStarted: TimeFit
2021-10-13 17:48:28.021 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=2608.16[ms]
2021-10-13 17:48:28.022 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-10-13 17:48:28.023 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=0.94[ms]
2021-10-13 17:48:28.023 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-10-13 17:48:28.024 - INFO - 1130 - azureml.automl.runtime.shared.score.scoring.log_regression_debug:191 - Regression metrics debug: {'y_test': (3715,), 'y_pred': (3715,), 'y_test_unique': 492, 'y_pred_unique': 3715, 'y_test_has_negative': False, 'y_pred_has_negative': False, 'min_max_equal': False, 'sample_weight': None}
2021-10-13 17:48:28.037 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=14.05[ms]
2021-10-13 17:48:28.037 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:28.038 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:28.038 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-10-13 17:48:28.206 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'class_labels': <_SavedAsProtocol.PICKLE: 1>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-10-13 17:48:28.226 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=187.82[ms]
2021-10-13 17:48:28.226 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-10-13 17:48:28.226 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_3
2021-10-13 17:48:28.370 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=143.94[ms]
2021-10-13 17:48:28.371 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:54 - ActivityStarted: TimeFit
2021-10-13 17:48:30.995 - INFO - 1130 - azureml.automl.runtime._ml_engine.training.train._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=2623.81[ms]
2021-10-13 17:48:30.995 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-10-13 17:48:30.996 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=0.95[ms]
2021-10-13 17:48:30.996 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-10-13 17:48:30.997 - INFO - 1130 - azureml.automl.runtime.shared.score.scoring.log_regression_debug:191 - Regression metrics debug: {'y_test': (3715,), 'y_pred': (3715,), 'y_test_unique': 497, 'y_pred_unique': 3715, 'y_test_has_negative': False, 'y_pred_has_negative': False, 'min_max_equal': False, 'sample_weight': None}
2021-10-13 17:48:31.017 - INFO - 1130 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=20.59[ms]
2021-10-13 17:48:31.017 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-10-13 17:48:31.017 - INFO - 1130 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-10-13 17:48:31.017 - INFO - 1130 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
